fecha,id_sku,categoria,volumen_litros,formato_envase,cantidad_vendida_total,stock_apertura,ingresos_almacen,stock_disponible_cierre,stock_minimo,precio_unitario_promedio,descuento_total,porcentaje_descuento_promedio,inversion_ads_total,clics_total,impresiones_total,conversiones_total,temperatura_promedio_celsius,temperatura_maxima_celsius,humedad_porcentaje,precipitacion_mm,alerta_ola_calor,numero_dia_semana,mes,trimestre,es_fin_de_semana,es_feriado,es_quincena,es_fin_mes,temporada,ventas_lag1,ventas_lag7,ventas_roll7,ads_lag1,ads_lag3,riesgo_demanda_censurada,fecha_creacion,fecha_modificacion,usuario_modificacion
2024-08-31,SKU_20L,Familiar,20.0,Bidón,75,387,0,312,120,7.5,0.0,0.0,0.0,0,0,0,19.6,23.0,66.8,0.0,False,6,8,3,True,False,True,True,Invierno,66,59,49.86,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-01,SKU_20L,Familiar,20.0,Bidón,76,631,319,555,120,7.5,0.0,0.0,0.0,0,0,0,19.2,22.3,78.2,0.0,False,7,9,3,True,False,False,False,Invierno,75,72,50.43,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-02,SKU_20L,Familiar,20.0,Bidón,43,555,0,512,120,7.5,0.0,0.0,0.0,0,0,0,18.5,23.4,80.6,0.0,False,1,9,3,False,False,False,False,Invierno,76,29,52.43,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-03,SKU_20L,Familiar,20.0,Bidón,56,512,0,456,120,7.5,0.0,0.0,0.0,0,0,0,17.1,21.7,81.4,0.0,False,2,9,3,False,False,False,False,Invierno,43,37,55.14,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-04,SKU_20L,Familiar,20.0,Bidón,56,456,0,400,120,7.5,0.0,0.0,164.72,1678,88502,78,19.9,22.8,81.3,2.2,False,3,9,3,False,False,False,False,Invierno,56,31,58.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-05,SKU_20L,Familiar,20.0,Bidón,47,400,0,353,120,7.5,0.0,0.0,161.58,1657,96148,48,18.4,23.0,87.5,0.0,False,4,9,3,False,False,False,False,Invierno,56,39,59.86,164.72,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-06,SKU_20L,Familiar,20.0,Bidón,71,353,0,282,120,7.5,0.0,0.0,158.98,1799,122598,76,18.4,21.1,80.8,0.0,False,5,9,3,False,False,False,False,Invierno,47,66,60.57,161.58,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-07,SKU_20L,Familiar,20.0,Bidón,96,282,0,186,120,7.5,0.0,0.0,154.96,1705,136967,72,19.1,21.7,78.8,0.0,False,6,9,3,True,False,False,False,Invierno,71,75,63.57,158.98,164.72,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-08,SKU_20L,Familiar,20.0,Bidón,77,485,299,408,120,7.5,0.0,0.0,97.32,730,31071,23,18.3,22.1,81.1,0.0,False,7,9,3,True,False,False,False,Invierno,96,76,63.71,154.96,161.58,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-09,SKU_20L,Familiar,20.0,Bidón,58,408,0,350,120,7.5,0.0,0.0,146.49,1683,95807,55,19.2,22.8,79.9,0.0,False,1,9,3,False,False,False,False,Invierno,77,43,65.86,97.32,158.98,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-10,SKU_20L,Familiar,20.0,Bidón,80,350,0,270,120,7.5,0.0,0.0,81.61,986,57762,39,17.7,20.3,81.5,0.0,False,2,9,3,False,False,False,False,Invierno,58,56,69.29,146.49,154.96,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-11,SKU_20L,Familiar,20.0,Bidón,61,270,0,209,120,7.5,0.0,0.0,177.17,2069,131476,83,18.8,23.8,74.6,0.0,False,3,9,3,False,False,False,False,Invierno,80,56,70.0,81.61,97.32,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-12,SKU_20L,Familiar,20.0,Bidón,71,209,0,138,120,7.5,0.0,0.0,167.5,1527,110529,50,19.1,22.1,77.9,0.0,False,4,9,3,False,False,False,False,Invierno,61,47,73.43,177.17,146.49,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-13,SKU_20L,Familiar,20.0,Bidón,38,511,373,473,120,7.5,0.0,0.0,187.04,2132,124333,94,18.4,22.1,80.7,0.0,False,5,9,3,False,False,False,False,Invierno,71,71,68.71,167.5,81.61,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-14,SKU_20L,Familiar,20.0,Bidón,53,473,0,420,120,7.5,0.0,0.0,74.15,821,42391,37,17.8,22.7,80.0,0.0,False,6,9,3,True,False,False,False,Invierno,38,96,62.57,187.04,177.17,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-15,SKU_20L,Familiar,20.0,Bidón,114,675,255,561,120,7.5,0.0,0.0,143.51,1290,102851,29,18.7,22.1,74.4,0.0,False,7,9,3,True,False,True,False,Invierno,53,77,67.86,74.15,167.5,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-16,SKU_20L,Familiar,20.0,Bidón,67,561,0,494,120,7.5,0.0,0.0,179.9,1913,91077,68,18.9,23.4,77.8,0.0,False,1,9,3,False,False,False,False,Invierno,114,58,69.14,143.51,187.04,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-17,SKU_20L,Familiar,20.0,Bidón,62,494,0,432,120,7.5,0.0,0.0,76.24,1034,71387,34,17.9,21.2,83.6,0.0,False,2,9,3,False,False,False,False,Invierno,67,80,66.57,179.9,74.15,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-18,SKU_20L,Familiar,20.0,Bidón,77,432,0,355,120,7.5,0.0,0.0,156.37,2093,156704,39,18.6,22.2,81.6,0.0,False,3,9,3,False,False,False,False,Invierno,62,61,68.86,76.24,143.51,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-19,SKU_20L,Familiar,20.0,Bidón,57,355,0,298,120,7.5,0.0,0.0,149.6,1977,167895,97,17.8,21.1,79.8,0.0,False,4,9,3,False,False,False,False,Invierno,77,71,66.86,156.37,179.9,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-20,SKU_20L,Familiar,20.0,Bidón,65,298,0,233,120,7.5,0.0,0.0,103.65,1200,115493,22,17.2,20.8,86.5,0.0,False,5,9,3,False,False,False,False,Invierno,57,38,70.71,149.6,76.24,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-21,SKU_20L,Familiar,20.0,Bidón,68,233,0,165,120,7.5,0.0,0.0,107.9,1515,99277,59,19.2,23.3,82.6,0.0,False,6,9,3,True,False,False,False,Invierno,65,53,72.86,103.65,156.37,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-22,SKU_20L,Familiar,20.0,Bidón,64,165,0,101,120,7.5,0.0,0.0,0.0,0,0,0,17.9,21.6,84.2,0.0,False,7,9,3,True,False,False,False,Invierno,68,114,65.71,107.9,149.6,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-23,SKU_20L,Familiar,20.0,Bidón,57,492,391,435,120,7.5,0.0,0.0,57.45,859,82424,42,16.7,20.7,74.2,0.0,False,1,9,3,False,False,False,False,Invierno,64,67,64.29,0.0,103.65,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-24,SKU_20L,Familiar,20.0,Bidón,60,435,0,375,120,7.5,0.0,0.0,51.31,599,36047,13,18.3,22.6,81.6,0.7,False,2,9,3,False,False,False,False,Invierno,57,62,64.0,57.45,107.9,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-25,SKU_20L,Familiar,20.0,Bidón,57,375,0,318,120,7.5,0.0,0.0,78.68,885,60869,28,17.5,22.4,81.6,0.0,False,3,9,3,False,False,False,False,Invierno,60,77,61.14,51.31,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-26,SKU_20L,Familiar,20.0,Bidón,70,318,0,248,120,7.5,0.0,0.0,0.0,0,0,0,17.1,20.8,79.3,0.0,False,4,9,3,False,False,False,False,Invierno,57,57,63.0,78.68,57.45,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-27,SKU_20L,Familiar,20.0,Bidón,52,248,0,196,120,7.5,0.0,0.0,0.0,0,0,0,18.5,22.3,76.7,0.0,False,5,9,3,False,False,False,False,Invierno,70,65,61.14,0.0,51.31,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-28,SKU_20L,Familiar,20.0,Bidón,57,196,0,139,120,7.5,0.0,0.0,0.0,0,0,0,16.9,20.4,84.4,0.0,False,6,9,3,True,False,False,False,Invierno,52,68,59.57,0.0,78.68,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-29,SKU_20L,Familiar,20.0,Bidón,80,460,321,380,120,7.5,0.0,0.0,0.0,0,0,0,16.8,20.7,82.8,0.0,False,7,9,3,True,False,False,False,Invierno,57,64,61.86,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-09-30,SKU_20L,Familiar,20.0,Bidón,76,380,0,304,120,7.5,0.0,0.0,0.0,0,0,0,16.3,21.2,82.9,0.0,False,1,9,3,False,False,True,True,Invierno,80,57,64.57,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-01,SKU_20L,Familiar,20.0,Bidón,53,583,279,530,120,7.5,0.0,0.0,0.0,0,0,0,17.1,21.2,80.7,0.0,False,2,10,4,False,False,False,False,Intermedia,76,60,63.57,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-02,SKU_20L,Familiar,20.0,Bidón,51,530,0,479,120,7.5,0.0,0.0,0.0,0,0,0,17.6,20.6,80.1,0.0,False,3,10,4,False,False,False,False,Intermedia,53,57,62.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-03,SKU_20L,Familiar,20.0,Bidón,59,479,0,420,120,7.5,0.0,0.0,0.0,0,0,0,18.4,23.2,78.0,0.0,False,4,10,4,False,False,False,False,Intermedia,51,70,61.14,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-04,SKU_20L,Familiar,20.0,Bidón,29,420,0,391,120,7.5,0.0,0.0,47.95,706,42435,15,16.9,21.5,84.2,0.0,False,5,10,4,False,False,False,False,Intermedia,59,52,57.86,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-05,SKU_20L,Familiar,20.0,Bidón,89,391,0,302,120,7.5,0.0,0.0,176.61,1941,164606,78,17.7,21.3,76.8,0.0,False,6,10,4,True,False,False,False,Intermedia,29,57,62.43,47.95,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-06,SKU_20L,Familiar,20.0,Bidón,67,302,0,235,120,7.5,0.0,0.0,133.45,1709,111722,47,18.0,21.0,81.3,2.0,False,7,10,4,True,False,False,False,Intermedia,89,80,60.57,176.61,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-07,SKU_20L,Familiar,20.0,Bidón,72,235,0,163,120,7.5,0.0,0.0,155.13,1506,90042,64,18.2,21.3,88.3,0.0,False,1,10,4,False,False,False,False,Intermedia,67,76,60.0,133.45,47.95,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-08,SKU_20L,Familiar,20.0,Bidón,66,163,0,97,120,7.5,0.0,0.0,215.05,2877,213866,128,17.7,20.5,79.9,0.0,False,2,10,4,False,True,False,False,Intermedia,72,53,61.86,155.13,176.61,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-09,SKU_20L,Familiar,20.0,Bidón,63,416,319,353,120,7.5,0.0,0.0,179.96,1741,104857,49,18.7,23.0,76.7,0.0,False,3,10,4,False,False,False,False,Intermedia,66,51,63.57,215.05,133.45,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-10,SKU_20L,Familiar,20.0,Bidón,47,353,0,306,120,7.5,0.0,0.0,166.16,1857,122379,50,17.6,21.6,77.8,0.0,False,4,10,4,False,False,False,False,Intermedia,63,59,61.86,179.96,155.13,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-11,SKU_20L,Familiar,20.0,Bidón,62,306,0,244,120,7.5,0.0,0.0,76.66,1121,74480,37,16.9,20.0,76.5,0.0,False,5,10,4,False,False,False,False,Intermedia,47,29,66.57,166.16,215.05,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-12,SKU_20L,Familiar,20.0,Bidón,68,244,0,176,120,7.5,0.0,0.0,74.73,780,75714,34,16.7,21.2,80.9,0.0,False,6,10,4,True,False,False,False,Intermedia,62,89,63.57,76.66,179.96,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-13,SKU_20L,Familiar,20.0,Bidón,86,176,0,90,120,7.5,0.0,0.0,102.1,1041,52212,31,17.6,21.4,83.3,0.0,False,7,10,4,True,False,False,False,Intermedia,68,67,66.29,74.73,166.16,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-14,SKU_20L,Familiar,20.0,Bidón,49,481,391,432,120,7.5,0.0,0.0,144.7,1739,95581,35,17.9,22.2,87.5,0.0,False,1,10,4,False,False,False,False,Intermedia,86,72,63.0,102.1,76.66,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-15,SKU_20L,Familiar,20.0,Bidón,82,787,355,705,120,7.5,0.0,0.0,147.97,1520,87965,69,17.8,20.7,80.1,0.0,False,2,10,4,False,False,True,False,Intermedia,49,66,65.29,144.7,74.73,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-16,SKU_20L,Familiar,20.0,Bidón,83,705,0,622,120,7.5,0.0,0.0,217.62,2509,125725,88,16.6,20.2,81.2,0.0,False,3,10,4,False,False,False,False,Intermedia,82,63,68.14,147.97,102.1,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-28,SKU_500ML,Personal,0.5,Botella,166,614,0,448,240,1.2,0.0,0.0,0.0,0,0,0,22.6,27.6,70.8,0.0,False,7,1,1,True,False,False,False,Verano,200,190,154.14,124.4,76.2,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-17,SKU_20L,Familiar,20.0,Bidón,42,622,0,580,120,7.5,0.0,0.0,159.31,1599,115088,57,18.2,23.0,81.9,0.0,False,4,10,4,False,False,False,False,Intermedia,83,47,67.43,217.62,144.7,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-18,SKU_20L,Familiar,20.0,Bidón,50,580,0,530,120,7.5,0.0,0.0,130.42,1630,113497,30,17.4,22.0,83.3,0.0,False,5,10,4,False,False,False,False,Intermedia,42,62,65.71,159.31,147.97,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-19,SKU_20L,Familiar,20.0,Bidón,82,530,0,448,120,7.5,0.0,0.0,114.04,1289,91052,43,17.5,20.3,78.9,0.0,False,6,10,4,True,False,False,False,Intermedia,50,68,67.71,130.42,217.62,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-20,SKU_20L,Familiar,20.0,Bidón,82,448,0,366,120,7.5,0.0,0.0,100.25,1171,71250,42,16.4,19.8,77.4,0.0,False,7,10,4,True,False,False,False,Intermedia,82,86,67.14,114.04,159.31,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-21,SKU_20L,Familiar,20.0,Bidón,63,366,0,303,120,7.5,0.0,0.0,90.62,922,60448,32,15.8,19.3,83.6,0.0,False,1,10,4,False,False,False,False,Intermedia,82,49,69.14,100.25,130.42,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-22,SKU_20L,Familiar,20.0,Bidón,71,303,0,232,120,7.5,0.0,0.0,64.68,757,63366,35,18.0,21.7,79.8,0.0,False,2,10,4,False,False,False,False,Intermedia,63,82,67.57,90.62,114.04,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-23,SKU_20L,Familiar,20.0,Bidón,43,232,0,189,120,7.5,0.0,0.0,36.9,568,41717,11,17.4,20.8,79.8,0.0,False,3,10,4,False,False,False,False,Intermedia,71,83,61.86,64.68,100.25,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-24,SKU_20L,Familiar,20.0,Bidón,54,189,0,135,120,7.5,0.0,0.0,26.45,348,14453,5,17.8,21.0,82.2,0.0,False,4,10,4,False,False,False,False,Intermedia,43,42,63.57,36.9,90.62,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-25,SKU_20L,Familiar,20.0,Bidón,48,373,238,325,120,7.5,0.0,0.0,18.61,361,24662,19,17.7,21.1,76.2,0.0,False,5,10,4,False,False,False,False,Intermedia,54,50,63.29,26.45,64.68,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-26,SKU_20L,Familiar,20.0,Bidón,94,325,0,231,120,7.5,0.0,0.0,33.26,600,30787,30,17.1,21.8,81.2,0.0,False,6,10,4,True,False,False,False,Intermedia,48,82,65.0,18.61,36.9,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-27,SKU_20L,Familiar,20.0,Bidón,75,231,0,156,120,7.5,0.0,0.0,61.24,841,34827,23,18.4,21.4,81.4,0.0,False,7,10,4,True,False,False,False,Intermedia,94,82,64.0,33.26,26.45,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-28,SKU_20L,Familiar,20.0,Bidón,52,156,0,104,120,7.5,0.0,0.0,0.0,0,0,0,17.0,19.7,76.5,0.0,False,1,10,4,False,False,False,False,Intermedia,75,63,62.43,61.24,18.61,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-29,SKU_20L,Familiar,20.0,Bidón,67,348,244,281,120,7.5,0.0,0.0,0.0,0,0,0,17.4,22.3,82.3,0.0,False,2,10,4,False,False,False,False,Intermedia,52,71,61.86,0.0,33.26,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-30,SKU_20L,Familiar,20.0,Bidón,66,281,0,215,120,7.5,0.0,0.0,0.0,0,0,0,15.1,17.8,83.4,0.0,False,3,10,4,False,False,True,False,Intermedia,67,43,65.14,0.0,61.24,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-10-31,SKU_20L,Familiar,20.0,Bidón,69,215,0,146,120,7.5,0.0,0.0,0.0,0,0,0,18.6,21.5,83.9,0.0,False,4,10,4,False,False,True,True,Intermedia,66,54,67.29,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-01,SKU_20L,Familiar,20.0,Bidón,58,146,0,88,120,7.5,0.0,0.0,0.0,0,0,0,16.8,21.8,80.4,0.0,False,5,11,4,False,True,False,False,Intermedia,69,48,68.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-02,SKU_20L,Familiar,20.0,Bidón,76,392,304,316,120,7.5,0.0,0.0,127.2,1736,154364,92,16.9,21.1,79.4,0.0,False,6,11,4,True,False,False,False,Intermedia,58,94,66.14,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-03,SKU_20L,Familiar,20.0,Bidón,77,316,0,239,120,7.5,0.0,0.0,109.28,1220,97549,48,16.2,20.3,84.9,0.0,False,7,11,4,True,False,False,False,Intermedia,76,75,66.43,127.2,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-04,SKU_20L,Familiar,20.0,Bidón,75,239,0,164,120,7.5,0.0,0.0,144.32,2081,136461,54,16.4,19.8,80.2,0.0,False,1,11,4,False,False,False,False,Intermedia,77,52,69.71,109.28,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-05,SKU_20L,Familiar,20.0,Bidón,73,164,0,91,120,7.5,0.0,0.0,167.74,1675,115239,73,18.2,20.7,82.5,0.0,False,2,11,4,False,False,False,False,Intermedia,75,67,70.57,144.32,127.2,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-06,SKU_20L,Familiar,20.0,Bidón,76,436,345,360,120,7.5,0.0,0.0,188.61,1933,97408,71,17.1,20.9,82.0,0.8,False,3,11,4,False,False,False,False,Intermedia,73,66,72.0,167.74,109.28,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-07,SKU_20L,Familiar,20.0,Bidón,62,360,0,298,120,7.5,0.0,0.0,208.03,2762,145558,83,17.5,20.3,82.4,0.0,False,4,11,4,False,False,False,False,Intermedia,76,69,71.0,188.61,144.32,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-08,SKU_20L,Familiar,20.0,Bidón,33,298,0,265,120,7.5,0.0,0.0,81.39,1134,63806,40,16.6,19.9,80.7,0.0,False,5,11,4,False,False,False,False,Intermedia,62,58,67.43,208.03,167.74,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-09,SKU_20L,Familiar,20.0,Bidón,71,265,0,194,120,7.5,0.0,0.0,122.61,1269,75772,36,16.5,20.1,74.5,0.0,False,6,11,4,True,False,False,False,Intermedia,33,76,66.71,81.39,188.61,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-10,SKU_20L,Familiar,20.0,Bidón,67,194,0,127,120,7.5,0.0,0.0,114.44,1292,79345,46,18.5,22.1,74.7,0.0,False,7,11,4,True,False,False,False,Intermedia,71,77,65.29,122.61,208.03,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-11,SKU_20L,Familiar,20.0,Bidón,66,425,298,359,120,7.5,0.0,0.0,151.43,1688,110240,73,19.3,23.5,76.0,0.0,False,1,11,4,False,False,False,False,Intermedia,67,75,64.0,114.44,81.39,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-12,SKU_20L,Familiar,20.0,Bidón,72,359,0,287,120,7.5,0.0,0.0,116.34,1046,65332,36,17.1,20.9,81.1,0.0,False,2,11,4,False,False,False,False,Intermedia,66,73,63.86,151.43,122.61,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-13,SKU_20L,Familiar,20.0,Bidón,64,287,0,223,120,7.5,0.0,0.0,139.68,1125,77229,29,19.3,21.9,79.0,0.0,False,3,11,4,False,False,False,False,Intermedia,72,76,62.14,116.34,114.44,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-14,SKU_20L,Familiar,20.0,Bidón,75,223,0,148,120,7.5,0.0,0.0,158.59,1683,147022,84,17.1,20.3,85.6,0.0,False,4,11,4,False,False,False,False,Intermedia,64,62,64.0,139.68,151.43,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-15,SKU_20L,Familiar,20.0,Bidón,91,148,0,57,120,7.5,0.0,0.0,98.34,1249,118186,54,16.9,19.8,82.7,0.0,False,5,11,4,False,False,True,False,Intermedia,75,33,72.29,158.59,116.34,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-16,SKU_20L,Familiar,20.0,Bidón,57,351,294,294,120,7.5,0.0,0.0,134.17,1724,106756,82,17.2,19.7,83.9,0.0,False,6,11,4,True,False,False,False,Intermedia,91,71,70.29,98.34,139.68,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-17,SKU_20L,Familiar,20.0,Bidón,59,294,0,235,120,7.5,0.0,0.0,83.89,878,47982,34,18.6,22.7,76.0,0.0,False,7,11,4,True,False,False,False,Intermedia,57,67,69.14,134.17,158.59,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-18,SKU_20L,Familiar,20.0,Bidón,62,235,0,173,120,7.5,0.0,0.0,177.58,2229,136238,64,18.1,22.5,75.8,0.0,False,1,11,4,False,False,False,False,Intermedia,59,66,68.57,83.89,98.34,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-19,SKU_20L,Familiar,20.0,Bidón,58,173,0,115,120,7.5,0.0,0.0,163.17,2012,172123,74,17.4,22.3,83.9,0.0,False,2,11,4,False,False,False,False,Intermedia,62,72,66.57,177.58,134.17,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-20,SKU_20L,Familiar,20.0,Bidón,71,413,298,342,120,6.38,79.88,15.0,131.59,1024,74999,20,18.5,22.7,81.5,0.0,False,3,11,4,False,False,False,False,Intermedia,58,64,67.57,163.17,83.89,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-21,SKU_20L,Familiar,20.0,Bidón,64,342,0,278,120,6.38,72.0,15.0,47.28,273,10972,4,17.1,20.7,72.5,0.0,False,4,11,4,False,False,False,False,Intermedia,71,75,66.0,131.59,177.58,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-22,SKU_20L,Familiar,20.0,Bidón,62,278,0,216,120,6.38,69.75,15.0,37.52,252,9166,7,17.6,20.6,78.6,0.0,False,5,11,4,False,False,False,False,Intermedia,64,91,61.86,47.28,163.17,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-23,SKU_20L,Familiar,20.0,Bidón,121,216,0,95,120,6.38,136.13,15.0,38.84,205,6630,10,18.7,23.4,76.6,0.0,False,6,11,4,True,False,False,False,Intermedia,62,57,71.0,37.52,131.59,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-24,SKU_20L,Familiar,20.0,Bidón,89,425,330,336,120,6.38,100.12,15.0,47.36,359,12815,15,18.8,22.4,75.7,0.0,False,7,11,4,True,False,False,False,Intermedia,121,59,75.29,38.84,47.28,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-25,SKU_20L,Familiar,20.0,Bidón,73,336,0,263,120,6.38,82.12,15.0,73.89,476,15474,12,18.7,21.6,83.7,0.0,False,1,11,4,False,False,False,False,Intermedia,89,62,76.86,47.36,37.52,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-26,SKU_20L,Familiar,20.0,Bidón,64,263,0,199,120,6.38,72.0,15.0,20.11,156,8439,5,18.1,22.4,79.2,0.0,False,2,11,4,False,False,False,False,Intermedia,73,58,77.71,73.89,38.84,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
